MENLEX_ID	MENLEX_DESC	IDIOMA	DATA_INI	DATA_FIN	DESC_CA	DESC_ES	DESC_EN	F_PRINCIPAL	F_COMPLEMENT
121	tomografia computada per emissió de fotó simple / tomografia computada amb leucòcits marcats en malaltia inflamatòria intestinal ||| SPECT/TAC amb leucòcits marcats en malaltia inflamatòria intestinal ||| SPECT/TC amb leucòcits marcats en malaltia inflamatòria intestinal	ca	01012021		tomografia computada per emissió de fotó simple / tomografia computada amb leucòcits marcats en malaltia inflamatòria intestinal ||| SPECT/TAC amb leucòcits marcats en malaltia inflamatòria intestinal ||| SPECT/TC amb leucòcits marcats en malaltia inflamatòria intestinal			tomografia computada per emissió de fotó simple / tomografia computada amb leucòcits marcats en malaltia inflamatòria intestinal	SPECT/TAC amb leucòcits marcats en malaltia inflamatòria intestinal ||| SPECT/TC amb leucòcits marcats en malaltia inflamatòria intestinal
122	tomografia computada per emissió de fotó simple / tomografia computada cerebral amb traçadors d'afinitat tumoral ||| SPECT/TAC cerebral amb traçadors d'afinitat tumoral ||| SPECT/TC cerebral amb traçadors d'afinitat tumoral	ca	01012021		tomografia computada per emissió de fotó simple / tomografia computada cerebral amb traçadors d'afinitat tumoral ||| SPECT/TAC cerebral amb traçadors d'afinitat tumoral ||| SPECT/TC cerebral amb traçadors d'afinitat tumoral			tomografia computada per emissió de fotó simple / tomografia computada cerebral amb traçadors d'afinitat tumoral	SPECT/TAC cerebral amb traçadors d'afinitat tumoral ||| SPECT/TC cerebral amb traçadors d'afinitat tumoral
123	tomografia computada per emissió de fotó simple / tomografia computada cerebral de perfusió ||| SPECT/TAC cerebral de perfusió ||| SPECT/TC cerebral de perfusió	ca	01012021		tomografia computada per emissió de fotó simple / tomografia computada cerebral de perfusió ||| SPECT/TAC cerebral de perfusió ||| SPECT/TC cerebral de perfusió			tomografia computada per emissió de fotó simple / tomografia computada cerebral de perfusió	SPECT/TAC cerebral de perfusió ||| SPECT/TC cerebral de perfusió
124	tomografia computada per emissió de fotó simple / tomografia computada cerebral de perfusió després d'una estimulació fisiològica ||| SPECT/TAC cerebral de perfusió després d'una estimulació fisiològica ||| SPECT/TC cerebral de perfusió després d'una estimulació fisiològica	ca	01012021		tomografia computada per emissió de fotó simple / tomografia computada cerebral de perfusió després d'una estimulació fisiològica ||| SPECT/TAC cerebral de perfusió després d'una estimulació fisiològica ||| SPECT/TC cerebral de perfusió després d'una estimulació fisiològica			tomografia computada per emissió de fotó simple / tomografia computada cerebral de perfusió després d'una estimulació fisiològica	SPECT/TAC cerebral de perfusió després d'una estimulació fisiològica ||| SPECT/TC cerebral de perfusió després d'una estimulació fisiològica
125	tomografia computada per emissió de fotó simple / tomografia computada cerebral de perfusió després d'una intervenció farmacològica ||| SPECT/TAC cerebral de perfusió després d'una intervenció farmacològica ||| SPECT/TC cerebral de perfusió després d'una intervenció farmacològica	ca	01012021		tomografia computada per emissió de fotó simple / tomografia computada cerebral de perfusió després d'una intervenció farmacològica ||| SPECT/TAC cerebral de perfusió després d'una intervenció farmacològica ||| SPECT/TC cerebral de perfusió després d'una intervenció farmacològica			tomografia computada per emissió de fotó simple / tomografia computada cerebral de perfusió després d'una intervenció farmacològica	SPECT/TAC cerebral de perfusió després d'una intervenció farmacològica ||| SPECT/TC cerebral de perfusió després d'una intervenció farmacològica
126	tomografia computada per emissió de fotó simple / tomografia computada cerebral del transportador de dopamina ||| SPECT/TAC cerebral del transportador de dopamina ||| SPECT/TC cerebral del transportador de dopamina	ca	01012021		tomografia computada per emissió de fotó simple / tomografia computada cerebral del transportador de dopamina ||| SPECT/TAC cerebral del transportador de dopamina ||| SPECT/TC cerebral del transportador de dopamina			tomografia computada per emissió de fotó simple / tomografia computada cerebral del transportador de dopamina	SPECT/TAC cerebral del transportador de dopamina ||| SPECT/TC cerebral del transportador de dopamina
127	tomografia computada per emissió de fotó simple / tomografia computada cerebral dels neuroreceptors ||| SPECT/TAC cerebral dels neuroreceptors ||| SPECT/TC cerebral dels neuroreceptors	ca	01012021		tomografia computada per emissió de fotó simple / tomografia computada cerebral dels neuroreceptors ||| SPECT/TAC cerebral dels neuroreceptors ||| SPECT/TC cerebral dels neuroreceptors			tomografia computada per emissió de fotó simple / tomografia computada cerebral dels neuroreceptors	SPECT/TAC cerebral dels neuroreceptors ||| SPECT/TC cerebral dels neuroreceptors
128	tomografia computada per emissió de fotó simple / tomografia computada d'hemangiomes ||| SPECT/TAC d'hemangiomes ||| SPECT/TC d'hemangiomes	ca	01012021		tomografia computada per emissió de fotó simple / tomografia computada d'hemangiomes ||| SPECT/TAC d'hemangiomes ||| SPECT/TC d'hemangiomes			tomografia computada per emissió de fotó simple / tomografia computada d'hemangiomes	SPECT/TAC d'hemangiomes ||| SPECT/TC d'hemangiomes
129	tomografia computada per emissió de fotó simple / tomografia computada de la glàndula paratiroide ||| SPECT/TAC de la glàndula paratiroide ||| SPECT/TC de la glàndula paratiroide	ca	01012021		tomografia computada per emissió de fotó simple / tomografia computada de la glàndula paratiroide ||| SPECT/TAC de la glàndula paratiroide ||| SPECT/TC de la glàndula paratiroide			tomografia computada per emissió de fotó simple / tomografia computada de la glàndula paratiroide	SPECT/TAC de la glàndula paratiroide ||| SPECT/TC de la glàndula paratiroide
130	tomografia computada per emissió de fotó simple / tomografia computada de perfusió ||| SPECT/TAC de perfusió ||| SPECT/TC de perfusió	ca	01012021		tomografia computada per emissió de fotó simple / tomografia computada de perfusió ||| SPECT/TAC de perfusió ||| SPECT/TC de perfusió			tomografia computada per emissió de fotó simple / tomografia computada de perfusió	SPECT/TAC de perfusió ||| SPECT/TC de perfusió
131	tomografia computada per emissió de fotó simple / tomografia computada de ventilació ||| SPECT/TAC de ventilació ||| SPECT/TC de ventilació	ca	01012021		tomografia computada per emissió de fotó simple / tomografia computada de ventilació ||| SPECT/TAC de ventilació ||| SPECT/TC de ventilació			tomografia computada per emissió de fotó simple / tomografia computada de ventilació	SPECT/TAC de ventilació ||| SPECT/TC de ventilació
132	tomografia computada per emissió de fotó simple / tomografia computada dels receptors de la somatostatina en el sistema endocrí ||| SPECT/TAC dels receptors de la somatostatina en el sistema endocrí ||| SPECT/TC dels receptors de la somatostatina en el sistema endocrí	ca	01012021		tomografia computada per emissió de fotó simple / tomografia computada dels receptors de la somatostatina en el sistema endocrí ||| SPECT/TAC dels receptors de la somatostatina en el sistema endocrí ||| SPECT/TC dels receptors de la somatostatina en el sistema endocrí			tomografia computada per emissió de fotó simple / tomografia computada dels receptors de la somatostatina en el sistema endocrí	SPECT/TAC dels receptors de la somatostatina en el sistema endocrí ||| SPECT/TC dels receptors de la somatostatina en el sistema endocrí
133	tomografia computada per emissió de fotó simple / tomografia computada esplènica amb hematies desnaturalitzades ||| SPECT/TAC esplènica amb hematies desnaturalitzades ||| SPECT/TC esplènica amb hematies desnaturalitzades	ca	01012021		tomografia computada per emissió de fotó simple / tomografia computada esplènica amb hematies desnaturalitzades ||| SPECT/TAC esplènica amb hematies desnaturalitzades ||| SPECT/TC esplènica amb hematies desnaturalitzades			tomografia computada per emissió de fotó simple / tomografia computada esplènica amb hematies desnaturalitzades	SPECT/TAC esplènica amb hematies desnaturalitzades ||| SPECT/TC esplènica amb hematies desnaturalitzades
134	tomografia computada per emissió de fotó simple / tomografia computada hepatobiliar ||| SPECT/TAC hepatobiliar ||| SPECT/TC hepatobiliar	ca	01012021		tomografia computada per emissió de fotó simple / tomografia computada hepatobiliar ||| SPECT/TAC hepatobiliar ||| SPECT/TC hepatobiliar			tomografia computada per emissió de fotó simple / tomografia computada hepatobiliar	SPECT/TAC hepatobiliar ||| SPECT/TC hepatobiliar
135	tomografia computada per emissió de fotó simple / tomografia computada hepatoesplènica ||| SPECT/TAC hepatoesplènica ||| SPECT/TC hepatoesplènica	ca	01012021		tomografia computada per emissió de fotó simple / tomografia computada hepatoesplènica ||| SPECT/TAC hepatoesplènica ||| SPECT/TC hepatoesplènica			tomografia computada per emissió de fotó simple / tomografia computada hepatoesplènica	SPECT/TAC hepatoesplènica ||| SPECT/TC hepatoesplènica
136	tomografia computada per emissió de fotó simple / tomografia computada miocardíaca amb pirofosfats ||| SPECT/TAC miocardíaca amb pirofosfats ||| SPECT/TC miocardíaca amb pirofosfats	ca	01012021		tomografia computada per emissió de fotó simple / tomografia computada miocardíaca amb pirofosfats ||| SPECT/TAC miocardíaca amb pirofosfats ||| SPECT/TC miocardíaca amb pirofosfats			tomografia computada per emissió de fotó simple / tomografia computada miocardíaca amb pirofosfats	SPECT/TAC miocardíaca amb pirofosfats ||| SPECT/TC miocardíaca amb pirofosfats
137	tomografia computada per emissió de fotó simple / tomografia computada miocardíaca d'innervació ||| SPECT/TAC miocardíaca d'innervació ||| SPECT/TC miocardíaca d'innervació	ca	01012021		tomografia computada per emissió de fotó simple / tomografia computada miocardíaca d'innervació ||| SPECT/TAC miocardíaca d'innervació ||| SPECT/TC miocardíaca d'innervació			tomografia computada per emissió de fotó simple / tomografia computada miocardíaca d'innervació	SPECT/TAC miocardíaca d'innervació ||| SPECT/TC miocardíaca d'innervació
138	tomografia computada per emissió de fotó simple - tomografia computada miocardíaca de perfusió (en repòs) ||| SPECT/TAC miocardíaca de perfusió (en repòs) ||| SPECT/TC miocardíaca de perfusió (en repòs)	ca	01012021		tomografia computada per emissió de fotó simple - tomografia computada miocardíaca de perfusió (en repòs) ||| SPECT/TAC miocardíaca de perfusió (en repòs) ||| SPECT/TC miocardíaca de perfusió (en repòs)			tomografia computada per emissió de fotó simple - tomografia computada miocardíaca de perfusió (en repòs)	SPECT/TAC miocardíaca de perfusió (en repòs) ||| SPECT/TC miocardíaca de perfusió (en repòs)
139	tomografia computada per emissió de fotó simple / tomografia computada miocardíaca de perfusió després d'una estimulació fisiològica ||| SPECT/TAC miocardíaca de perfusió després d'una estimulació fisiològica ||| SPECT/TC miocardíaca de perfusió després d'una estimulació fisiològica	ca	01012021		tomografia computada per emissió de fotó simple / tomografia computada miocardíaca de perfusió després d'una estimulació fisiològica ||| SPECT/TAC miocardíaca de perfusió després d'una estimulació fisiològica ||| SPECT/TC miocardíaca de perfusió després d'una estimulació fisiològica			tomografia computada per emissió de fotó simple / tomografia computada miocardíaca de perfusió després d'una estimulació fisiològica	SPECT/TAC miocardíaca de perfusió després d'una estimulació fisiològica ||| SPECT/TC miocardíaca de perfusió després d'una estimulació fisiològica
140	tomografia computada per emissió de fotó simple / tomografia computada miocardíaca de perfusió després d'una intervenció farmacològica (adenosina) ||| SPECT/TAC miocardíaca de perfusió després d'una intervenció farmacològica (adenosina) ||| SPECT/TC miocardíaca de perfusió després d'una intervenció farmacològica (adenosina)	ca	01012021		tomografia computada per emissió de fotó simple / tomografia computada miocardíaca de perfusió després d'una intervenció farmacològica (adenosina) ||| SPECT/TAC miocardíaca de perfusió després d'una intervenció farmacològica (adenosina) ||| SPECT/TC miocardíaca de perfusió després d'una intervenció farmacològica (adenosina)			tomografia computada per emissió de fotó simple / tomografia computada miocardíaca de perfusió després d'una intervenció farmacològica (adenosina)	SPECT/TAC miocardíaca de perfusió després d'una intervenció farmacològica (adenosina) ||| SPECT/TC miocardíaca de perfusió després d'una intervenció farmacològica (adenosina)
141	tomografia computada per emissió de fotó simple / tomografia computada miocardíaca de perfusió després d'una intervenció farmacològica (dipiridamole) ||| SPECT/TAC miocardíaca de perfusió després d'una intervenció farmacològica (dipiridamole) ||| SPECT/TC miocardíaca de perfusió després d'una intervenció farmacològica (dipiridamole)	ca	01012021		tomografia computada per emissió de fotó simple / tomografia computada miocardíaca de perfusió després d'una intervenció farmacològica (dipiridamole) ||| SPECT/TAC miocardíaca de perfusió després d'una intervenció farmacològica (dipiridamole) ||| SPECT/TC miocardíaca de perfusió després d'una intervenció farmacològica (dipiridamole)			tomografia computada per emissió de fotó simple / tomografia computada miocardíaca de perfusió després d'una intervenció farmacològica (dipiridamole)	SPECT/TAC miocardíaca de perfusió després d'una intervenció farmacològica (dipiridamole) ||| SPECT/TC miocardíaca de perfusió després d'una intervenció farmacològica (dipiridamole)
142	tomografia computada per emissió de fotó simple / tomografia computada miocardíaca de perfusió després d'una intervenció farmacològica (dobutamina) ||| SPECT/TAC miocardíaca de perfusió després d'una intervenció farmacològica (dobutamina) ||| SPECT/TC miocardíaca de perfusió després d'una intervenció farmacològica (dobutamina)	ca	01012021		tomografia computada per emissió de fotó simple / tomografia computada miocardíaca de perfusió després d'una intervenció farmacològica (dobutamina) ||| SPECT/TAC miocardíaca de perfusió després d'una intervenció farmacològica (dobutamina) ||| SPECT/TC miocardíaca de perfusió després d'una intervenció farmacològica (dobutamina)			tomografia computada per emissió de fotó simple / tomografia computada miocardíaca de perfusió després d'una intervenció farmacològica (dobutamina)	SPECT/TAC miocardíaca de perfusió després d'una intervenció farmacològica (dobutamina) ||| SPECT/TC miocardíaca de perfusió després d'una intervenció farmacològica (dobutamina)
143	tomografia computada per emissió de fotó simple / tomografia computada miocardíaca de perfusió després d'una reinjecció ||| SPECT/TAC miocardíaca de perfusió després d'una reinjecció ||| SPECT/TC miocardíaca de perfusió després d'una reinjecció	ca	01012021		tomografia computada per emissió de fotó simple / tomografia computada miocardíaca de perfusió després d'una reinjecció ||| SPECT/TAC miocardíaca de perfusió després d'una reinjecció ||| SPECT/TC miocardíaca de perfusió després d'una reinjecció			tomografia computada per emissió de fotó simple / tomografia computada miocardíaca de perfusió després d'una reinjecció	SPECT/TAC miocardíaca de perfusió després d'una reinjecció ||| SPECT/TC miocardíaca de perfusió després d'una reinjecció
144	tomografia computada per emissió de fotó simple / tomografia computada òssia ||| SPECT/TAC òssia ||| SPECT/TC òssia	ca	01012021		tomografia computada per emissió de fotó simple / tomografia computada òssia ||| SPECT/TAC òssia ||| SPECT/TC òssia			tomografia computada per emissió de fotó simple / tomografia computada òssia	SPECT/TAC òssia ||| SPECT/TC òssia
145	tomografia computada per emissió de fotó simple / tomografia computada pulmonar dels receptors de la somatostatina ||| SPECT/TAC pulmonar dels receptors de la somatostatina ||| SPECT/TC pulmonar dels receptors de la somatostatina	ca	01012021		tomografia computada per emissió de fotó simple / tomografia computada pulmonar dels receptors de la somatostatina ||| SPECT/TAC pulmonar dels receptors de la somatostatina ||| SPECT/TC pulmonar dels receptors de la somatostatina			tomografia computada per emissió de fotó simple / tomografia computada pulmonar dels receptors de la somatostatina	SPECT/TAC pulmonar dels receptors de la somatostatina ||| SPECT/TC pulmonar dels receptors de la somatostatina
146	tomografia computada per emissió de fotó simple / tomografia computada renal ||| SPECT/TAC renal ||| SPECT/TC renal	ca	01012021		tomografia computada per emissió de fotó simple / tomografia computada renal ||| SPECT/TAC renal ||| SPECT/TC renal			tomografia computada per emissió de fotó simple / tomografia computada renal	SPECT/TAC renal ||| SPECT/TC renal
147	tomografia computada per emissió de fotó simple / tomografia computada toràcica amb citrat de ⁶⁷Ga ||| SPECT/TAC toràcica amb citrat de ⁶⁷Ga ||| SPECT/TC toràcica amb citrat de ⁶⁷Ga	ca	01012021		tomografia computada per emissió de fotó simple / tomografia computada toràcica amb citrat de ⁶⁷Ga ||| SPECT/TAC toràcica amb citrat de ⁶⁷Ga ||| SPECT/TC toràcica amb citrat de ⁶⁷Ga			tomografia computada per emissió de fotó simple / tomografia computada toràcica amb citrat de ⁶⁷Ga	SPECT/TAC toràcica amb citrat de ⁶⁷Ga ||| SPECT/TC toràcica amb citrat de ⁶⁷Ga
148	tomografia computada per emissió de fotó simple amb ¹²³I SPECT amb ¹²³I	ca	01012021		tomografia computada per emissió de fotó simple amb ¹²³I SPECT amb ¹²³I			tomografia computada per emissió de fotó simple amb ¹²³I SPECT amb ¹²³I	
149	tomografia computada per emissió de fotó simple amb ¹²³I o ¹³¹I després de l'administració d'hormona alliberadora d'hormona estimulant de la tiroide ||| tomografia computada per emissió de fotó simple amb ¹²³I o ¹³¹I després de l'administració d'hormona alliberadora de tirotropina tomografia computada per emissió de fotó simple amb  ¹²³I o ¹³¹I després de l'administració d'hormona alliberadora de TSH ||| tomografia computada per emissió de fotó simple amb ¹²³I o ¹³¹I després de l'administració de protirelina ||| SPECT amb ¹²³I o ¹³¹I després de l'administració d'hormona alliberadora d'hormona estimulant de la tiroide ||| SPECT amb ¹²³I o ¹³¹I després de l'administració d'hormona alliberadora de tirotropina ||| SPECT amb ¹²³I o ¹³¹I després de l'administració d'hormona alliberadora de TSH ||| SPECT amb ¹²³I o ¹³¹I després de l'administració de protirelina	ca	01012021		tomografia computada per emissió de fotó simple amb ¹²³I o ¹³¹I després de l'administració d'hormona alliberadora d'hormona estimulant de la tiroide ||| tomografia computada per emissió de fotó simple amb ¹²³I o ¹³¹I després de l'administració d'hormona alliberadora de tirotropina tomografia computada per emissió de fotó simple amb  ¹²³I o ¹³¹I després de l'administració d'hormona alliberadora de TSH ||| tomografia computada per emissió de fotó simple amb ¹²³I o ¹³¹I després de l'administració de protirelina ||| SPECT amb ¹²³I o ¹³¹I després de l'administració d'hormona alliberadora d'hormona estimulant de la tiroide ||| SPECT amb ¹²³I o ¹³¹I després de l'administració d'hormona alliberadora de tirotropina ||| SPECT amb ¹²³I o ¹³¹I després de l'administració d'hormona alliberadora de TSH ||| SPECT amb ¹²³I o ¹³¹I després de l'administració de protirelina			tomografia computada per emissió de fotó simple amb ¹²³I o ¹³¹I després de l'administració d'hormona alliberadora d'hormona estimulant de la tiroide	tomografia computada per emissió de fotó simple amb ¹²³I o ¹³¹I després de l'administració d'hormona alliberadora de tirotropina tomografia computada per emissió de fotó simple amb  ¹²³I o ¹³¹I després de l'administració d'hormona alliberadora de TSH ||| tomografia computada per emissió de fotó simple amb ¹²³I o ¹³¹I després de l'administració de protirelina ||| SPECT amb ¹²³I o ¹³¹I després de l'administració d'hormona alliberadora d'hormona estimulant de la tiroide ||| SPECT amb ¹²³I o ¹³¹I després de l'administració d'hormona alliberadora de tirotropina ||| SPECT amb ¹²³I o ¹³¹I després de l'administració d'hormona alliberadora de TSH ||| SPECT amb ¹²³I o ¹³¹I després de l'administració de protirelina
150	tomografia computada per emissió de fotó simple amb¹²³I-metaiodobencilguanidina o  ¹³¹I-metaiodobencilguanidina ||| SPECT amb ¹²³I-MIBG o ¹³¹I-MIBG	ca	01012021		tomografia computada per emissió de fotó simple amb¹²³I-metaiodobencilguanidina o  ¹³¹I-metaiodobencilguanidina ||| SPECT amb ¹²³I-MIBG o ¹³¹I-MIBG			tomografia computada per emissió de fotó simple amb¹²³I-metaiodobencilguanidina o  ¹³¹I-metaiodobencilguanidina	SPECT amb ¹²³I-MIBG o ¹³¹I-MIBG
151	tomografia computada per emissió de fotó simple amb anticossos monoclonals anti-antigen carcinoembrionari ||| SPECT amb anticossos monoclonals anti-ACE	ca	01012021		tomografia computada per emissió de fotó simple amb anticossos monoclonals anti-antigen carcinoembrionari ||| SPECT amb anticossos monoclonals anti-ACE			tomografia computada per emissió de fotó simple amb anticossos monoclonals anti-antigen carcinoembrionari	SPECT amb anticossos monoclonals anti-ACE
152	tomografia computada per emissió de fotó simple amb citrat de ⁶⁷Ga en hematologia ||| SPECT amb citrat de ⁶⁷Ga en hematologia	ca	01012021		tomografia computada per emissió de fotó simple amb citrat de ⁶⁷Ga en hematologia ||| SPECT amb citrat de ⁶⁷Ga en hematologia			tomografia computada per emissió de fotó simple amb citrat de ⁶⁷Ga en hematologia	SPECT amb citrat de ⁶⁷Ga en hematologia
153	tomografia computada per emissió de fotó simple cerebral de perfusió després d'una estimulació fisiològica ||| SPECT cerebral de perfusió després d'una estimulació fisiològica	ca	01012021		tomografia computada per emissió de fotó simple cerebral de perfusió després d'una estimulació fisiològica ||| SPECT cerebral de perfusió després d'una estimulació fisiològica			tomografia computada per emissió de fotó simple cerebral de perfusió després d'una estimulació fisiològica	SPECT cerebral de perfusió després d'una estimulació fisiològica
154	tomografia computada per emissió de fotó simple cerebral de perfusió després d'una intervenció farmacològica ||| SPECT cerebral de perfusió després d'una intervenció farmacològica	ca	01012021		tomografia computada per emissió de fotó simple cerebral de perfusió després d'una intervenció farmacològica ||| SPECT cerebral de perfusió després d'una intervenció farmacològica			tomografia computada per emissió de fotó simple cerebral de perfusió després d'una intervenció farmacològica	SPECT cerebral de perfusió després d'una intervenció farmacològica
155	tomografia computada per emissió de fotó simple cerebral del transportador de dopamina ||| SPECT cerebral del transportador de dopamina	ca	01012021		tomografia computada per emissió de fotó simple cerebral del transportador de dopamina ||| SPECT cerebral del transportador de dopamina			tomografia computada per emissió de fotó simple cerebral del transportador de dopamina	SPECT cerebral del transportador de dopamina
156	tomografia computada per emissió de fotó simple cerebral dels neuroreceptors ||| SPECT cerebral dels neuroreceptors	ca	01012021		tomografia computada per emissió de fotó simple cerebral dels neuroreceptors ||| SPECT cerebral dels neuroreceptors			tomografia computada per emissió de fotó simple cerebral dels neuroreceptors	SPECT cerebral dels neuroreceptors
157	tomografia computada per emissió de fotó simple d'hemangiomes ||| SPECT d'hemangiomes	ca	01012021		tomografia computada per emissió de fotó simple d'hemangiomes ||| SPECT d'hemangiomes			tomografia computada per emissió de fotó simple d'hemangiomes	SPECT d'hemangiomes
158	tomografia computada per emissió de fotó simple de la glàndula paratiroide ||| SPECT de la glàndula paratiroide	ca	01012021		tomografia computada per emissió de fotó simple de la glàndula paratiroide ||| SPECT de la glàndula paratiroide			tomografia computada per emissió de fotó simple de la glàndula paratiroide	SPECT de la glàndula paratiroide
159	tomografia computada per emissió de fotó simple de perfusió ||| SPECT de perfusió	ca	01012021		tomografia computada per emissió de fotó simple de perfusió ||| SPECT de perfusió			tomografia computada per emissió de fotó simple de perfusió	SPECT de perfusió
160	tomografia computada per emissió de fotó simple de ventilació ||| SPECT de ventilació	ca	01012021		tomografia computada per emissió de fotó simple de ventilació ||| SPECT de ventilació			tomografia computada per emissió de fotó simple de ventilació	SPECT de ventilació
161	tomografia computada per emissió de fotó simple dels receptors de la somatostatina en el sistema endocrí ||| SPECT dels receptors de la somatostatina en el sistema endocrí	ca	01012021		tomografia computada per emissió de fotó simple dels receptors de la somatostatina en el sistema endocrí ||| SPECT dels receptors de la somatostatina en el sistema endocrí			tomografia computada per emissió de fotó simple dels receptors de la somatostatina en el sistema endocrí	SPECT dels receptors de la somatostatina en el sistema endocrí
162	tomografia computada per emissió de fotó simple esplènica amb hematies desnaturalitzades ||| SPECT esplènica amb hematies desnaturalitzades	ca	01012021		tomografia computada per emissió de fotó simple esplènica amb hematies desnaturalitzades ||| SPECT esplènica amb hematies desnaturalitzades			tomografia computada per emissió de fotó simple esplènica amb hematies desnaturalitzades	SPECT esplènica amb hematies desnaturalitzades
163	tomografia computada per emissió de fotó simple hepatobiliar ||| SPECT hepatobiliar	ca	01012021		tomografia computada per emissió de fotó simple hepatobiliar ||| SPECT hepatobiliar			tomografia computada per emissió de fotó simple hepatobiliar	SPECT hepatobiliar
164	tomografia computada per emissió de fotó simple hepatoesplènica ||| SPECT hepatoesplènica	ca	01012021		tomografia computada per emissió de fotó simple hepatoesplènica ||| SPECT hepatoesplènica			tomografia computada per emissió de fotó simple hepatoesplènica	SPECT hepatoesplènica
165	tomografia computada per emissió de fotó simple miocardíaca amb pirofosfats ||| SPECT miocardíaca amb pirofosfats	ca	01012021		tomografia computada per emissió de fotó simple miocardíaca amb pirofosfats ||| SPECT miocardíaca amb pirofosfats			tomografia computada per emissió de fotó simple miocardíaca amb pirofosfats	SPECT miocardíaca amb pirofosfats
166	tomografia computada per emissió de fotó simple miocardíaca d'innervació ||| SPECT miocardíaca d'innervació	ca	01012021		tomografia computada per emissió de fotó simple miocardíaca d'innervació ||| SPECT miocardíaca d'innervació			tomografia computada per emissió de fotó simple miocardíaca d'innervació	SPECT miocardíaca d'innervació
167	tomografia computada per emissió de fotó simple miocardíaca de perfusió (en repòs) ||| SPECT miocardíaca de perfusió (en repòs)	ca	01012021		tomografia computada per emissió de fotó simple miocardíaca de perfusió (en repòs) ||| SPECT miocardíaca de perfusió (en repòs)			tomografia computada per emissió de fotó simple miocardíaca de perfusió (en repòs)	SPECT miocardíaca de perfusió (en repòs)
168	tomografia computada per emissió de fotó simple miocardíaca de perfusió després d'una estimulació fisiològica ||| SPECT miocardíaca de perfusió després d'una estimulació fisiològica	ca	01012021		tomografia computada per emissió de fotó simple miocardíaca de perfusió després d'una estimulació fisiològica ||| SPECT miocardíaca de perfusió després d'una estimulació fisiològica			tomografia computada per emissió de fotó simple miocardíaca de perfusió després d'una estimulació fisiològica	SPECT miocardíaca de perfusió després d'una estimulació fisiològica
169	tomografia computada per emissió de fotó simple miocardíaca de perfusió després d'una intervenció farmacològica (adenosina) ||| SPECT miocardíaca de perfusió després d'una intervenció farmacològica (adenosina)	ca	01012021		tomografia computada per emissió de fotó simple miocardíaca de perfusió després d'una intervenció farmacològica (adenosina) ||| SPECT miocardíaca de perfusió després d'una intervenció farmacològica (adenosina)			tomografia computada per emissió de fotó simple miocardíaca de perfusió després d'una intervenció farmacològica (adenosina)	SPECT miocardíaca de perfusió després d'una intervenció farmacològica (adenosina)
170	tomografia computada per emissió de fotó simple miocardíaca de perfusió després d'una intervenció farmacològica (dipiridamole) ||| SPECT miocardíaca de perfusió després d'una intervenció farmacològica (dipiridamole)	ca	01012021		tomografia computada per emissió de fotó simple miocardíaca de perfusió després d'una intervenció farmacològica (dipiridamole) ||| SPECT miocardíaca de perfusió després d'una intervenció farmacològica (dipiridamole)			tomografia computada per emissió de fotó simple miocardíaca de perfusió després d'una intervenció farmacològica (dipiridamole)	SPECT miocardíaca de perfusió després d'una intervenció farmacològica (dipiridamole)
171	tomografia computada per emissió de fotó simple miocardíaca de perfusió després d'una intervenció farmacològica (dobutamina) ||| SPECT miocardíaca de perfusió després d'una intervenció farmacològica (dobutamina)	ca	01012021		tomografia computada per emissió de fotó simple miocardíaca de perfusió després d'una intervenció farmacològica (dobutamina) ||| SPECT miocardíaca de perfusió després d'una intervenció farmacològica (dobutamina)			tomografia computada per emissió de fotó simple miocardíaca de perfusió després d'una intervenció farmacològica (dobutamina)	SPECT miocardíaca de perfusió després d'una intervenció farmacològica (dobutamina)
172	tomografia computada per emissió de fotó simple miocardíaca de perfusió després d'una reinjecció ||| SPECT miocardíaca de perfusió després d'una reinjecció	ca	01012021		tomografia computada per emissió de fotó simple miocardíaca de perfusió després d'una reinjecció ||| SPECT miocardíaca de perfusió després d'una reinjecció			tomografia computada per emissió de fotó simple miocardíaca de perfusió després d'una reinjecció	SPECT miocardíaca de perfusió després d'una reinjecció
173	tomografia computada per emissió de fotó simple miocardíaca sincronitzada de perfusió (en repòs) ||| SPECT miocardíaca sincronitzada de perfusió (en repòs)	ca	01012021		tomografia computada per emissió de fotó simple miocardíaca sincronitzada de perfusió (en repòs) ||| SPECT miocardíaca sincronitzada de perfusió (en repòs)			tomografia computada per emissió de fotó simple miocardíaca sincronitzada de perfusió (en repòs)	SPECT miocardíaca sincronitzada de perfusió (en repòs)
174	tomografia computada per emissió de fotó simple miocardíaca sincronitzada de perfusió després d'una reinjecció ||| SPECT miocardíaca sincronitzada de perfusió després d'una reinjecció	ca	01012021		tomografia computada per emissió de fotó simple miocardíaca sincronitzada de perfusió després d'una reinjecció ||| SPECT miocardíaca sincronitzada de perfusió després d'una reinjecció			tomografia computada per emissió de fotó simple miocardíaca sincronitzada de perfusió després d'una reinjecció	SPECT miocardíaca sincronitzada de perfusió després d'una reinjecció
